Start time          	End time            	ID	Val
--------------------	--------------------	--	---
19-Nov-2008 22:47:46	19-Nov-2008 22:49:17	28	1
19-Nov-2008 22:49:21	19-Nov-2008 22:49:22	28	1
19-Nov-2008 22:49:24	19-Nov-2008 22:50:14	28	1
19-Nov-2008 22:50:19	20-Nov-2008 11:14:11	28	1
19-Nov-2008 22:51:03	19-Nov-2008 22:51:04	25	1
19-Nov-2008 22:51:05	19-Nov-2008 22:51:46	25	1
19-Nov-2008 22:51:50	20-Nov-2008 11:03:27	25	1
19-Nov-2008 22:52:17	20-Nov-2008 11:04:01	10	1
19-Nov-2008 22:59:13	19-Nov-2008 22:59:41	23	1
19-Nov-2008 22:59:53	19-Nov-2008 23:00:04	30	1
19-Nov-2008 23:00:06	20-Nov-2008 00:15:08	30	1
19-Nov-2008 23:00:27	19-Nov-2008 23:00:32	23	1
19-Nov-2008 23:01:14	19-Nov-2008 23:01:15	6	1
19-Nov-2008 23:01:22	19-Nov-2008 23:01:23	6	1
19-Nov-2008 23:02:41	19-Nov-2008 23:02:42	6	1
19-Nov-2008 23:18:41	19-Nov-2008 23:18:42	6	1
19-Nov-2008 23:19:00	19-Nov-2008 23:19:01	6	1
19-Nov-2008 23:19:18	19-Nov-2008 23:19:19	6	1
19-Nov-2008 23:22:26	19-Nov-2008 23:22:27	6	1
19-Nov-2008 23:23:45	19-Nov-2008 23:23:46	6	1
20-Nov-2008 00:15:11	20-Nov-2008 00:15:12	30	1
20-Nov-2008 00:15:29	20-Nov-2008 00:39:16	30	1
20-Nov-2008 00:15:42	20-Nov-2008 00:16:06	23	1
20-Nov-2008 00:16:17	20-Nov-2008 00:16:18	6	1
20-Nov-2008 00:39:19	20-Nov-2008 10:42:22	30	1
20-Nov-2008 00:39:24	20-Nov-2008 00:39:25	18	1
20-Nov-2008 00:39:28	20-Nov-2008 00:39:41	23	1
20-Nov-2008 00:39:46	20-Nov-2008 00:39:49	23	1
20-Nov-2008 00:39:54	20-Nov-2008 00:39:55	23	1
20-Nov-2008 00:40:11	20-Nov-2008 00:40:12	6	1
20-Nov-2008 00:40:12	20-Nov-2008 00:40:13	6	1
20-Nov-2008 01:03:44	20-Nov-2008 01:03:45	6	1
20-Nov-2008 01:03:47	20-Nov-2008 01:03:48	6	1
20-Nov-2008 01:08:14	20-Nov-2008 01:08:15	6	1
20-Nov-2008 01:30:24	20-Nov-2008 01:30:25	16	1
20-Nov-2008 01:32:04	20-Nov-2008 01:33:42	38	1
20-Nov-2008 01:32:08	20-Nov-2008 08:49:34	8	1
20-Nov-2008 01:33:43	20-Nov-2008 01:33:44	38	1
20-Nov-2008 01:34:01	20-Nov-2008 01:34:02	35	1
20-Nov-2008 01:34:06	20-Nov-2008 01:34:07	38	1
20-Nov-2008 01:34:55	20-Nov-2008 01:34:56	35	1
20-Nov-2008 01:35:03	20-Nov-2008 01:35:42	35	1
20-Nov-2008 01:35:12	20-Nov-2008 01:35:13	16	1
20-Nov-2008 01:35:28	20-Nov-2008 01:35:29	16	1
20-Nov-2008 01:35:46	20-Nov-2008 09:34:44	35	1
20-Nov-2008 01:36:19	20-Nov-2008 01:36:20	16	1
20-Nov-2008 01:38:11	20-Nov-2008 08:48:23	29	1
20-Nov-2008 01:39:31	20-Nov-2008 01:39:46	5	1
20-Nov-2008 01:39:50	20-Nov-2008 01:39:51	5	1
20-Nov-2008 01:41:43	20-Nov-2008 01:41:44	5	1
20-Nov-2008 01:41:45	20-Nov-2008 01:41:46	5	1
20-Nov-2008 01:43:07	20-Nov-2008 01:43:08	5	1
20-Nov-2008 01:43:13	20-Nov-2008 01:43:14	5	1
20-Nov-2008 01:44:02	20-Nov-2008 01:44:52	5	1
20-Nov-2008 01:44:53	20-Nov-2008 01:44:54	5	1
20-Nov-2008 01:46:29	20-Nov-2008 01:46:31	5	1
20-Nov-2008 01:46:32	20-Nov-2008 01:46:33	5	1
20-Nov-2008 01:46:34	20-Nov-2008 01:46:35	5	1
20-Nov-2008 01:46:38	20-Nov-2008 01:46:39	5	1
20-Nov-2008 01:46:44	20-Nov-2008 01:46:45	5	1
20-Nov-2008 01:46:47	20-Nov-2008 01:46:48	5	1
20-Nov-2008 01:46:54	20-Nov-2008 01:46:56	5	1
20-Nov-2008 01:48:40	20-Nov-2008 01:48:41	5	1
20-Nov-2008 01:49:27	20-Nov-2008 01:49:28	5	1
